GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,AutoCloseableBDDSoftAssertionsTest.new Object() {...},0,8,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,BaseTestTemplate,0,61,0,0,0,19,0,9,0,9
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_String_Test,0,24,0,0,0,8,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,AbstractAssertBaseTest,0,9,0,0,0,2,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,ThrowableAssertBaseTest,0,25,0,0,0,6,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_LongArray_Test,0,24,0,0,0,8,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,ListAssertBaseTest,0,28,0,0,0,8,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_LocalDate_Test,0,24,0,0,0,8,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,SoftAssertionsTest.TolkienCharacter,0,6,0,0,0,1,0,1,0,1
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_primitive_double_Test,0,25,0,0,0,7,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,LocalDateTimeAssertBaseTest,0,26,0,0,0,7,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,ObjectArrayAssertBaseTest,0,39,0,0,0,10,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_FloatArray_Test,0,24,0,0,0,8,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,AtomicReferenceArrayAssertBaseTest,0,56,0,0,0,12,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_Throwable_Test,14,82,0,0,3,24,0,11,0,11
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,BDDSoftAssertionsTest.new ThrowableAssert.ThrowingCallable() {...},0,11,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,ShortArrayAssertBaseTest,0,25,0,0,0,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,ConcreteComparableAssert,0,5,0,0,0,2,0,1,0,1
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_primitive_byte_Test,0,25,0,0,0,7,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,BDDAssertions_then_Test.new AssertFactory() {...},0,11,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,BDDAssertions_then_Test.new ThrowableAssert.ThrowingCallable() {...},0,11,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_Double_Test,0,28,0,0,0,9,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,ComparableAssertion_should_be_flexible_Test,0,19,0,0,0,5,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Condition_constructor_with_predicate_Test,7,34,0,0,2,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,LocalDateAssertBaseTest,0,26,0,0,0,7,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_asList_Test,6,70,0,0,2,11,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_InputStream_Test,0,29,0,0,0,9,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_Integer_Test,0,28,0,0,0,9,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,AutoCloseableSoftAssertionsTest.new Object() {...},0,8,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_AssertProvider_Test,0,25,0,0,0,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,AbstractTemporalAssert_isCloseTo_Test,59,599,0,4,13,109,0,14,0,12
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,SoftAssertionsTest.new Object() {...},0,8,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,BooleanAssertBaseTest,3,23,0,0,1,6,1,3,1,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,CharSequenceAssertBaseTest,0,25,0,0,0,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,CharArrayAssertBaseTest,0,25,0,0,0,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,TestCondition,0,20,0,0,0,10,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,BDDSoftAssertionsTest,12,1328,3,3,2,134,3,10,0,10
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,ClassAssertBaseTest.AnnotatedClass,3,0,0,0,1,0,1,0,1,0
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Tuple_Test,0,372,0,0,0,32,0,8,0,8
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_IntPredicate_Test,7,24,2,0,0,9,2,4,1,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,AtomicIntegerAssertBaseTest,0,25,0,0,0,6,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,InstantAssertBaseTest,0,26,0,0,0,7,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,LocalTimeAssertBaseTest,0,26,0,0,0,7,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_OptionalDouble_Test,0,21,0,0,0,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_Boolean_Test,0,22,0,0,0,7,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,SoftAssertionsTest.new Extractor() {...},0,9,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_BooleanArray_Test,0,24,0,0,0,8,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,LongPredicateAssertBaseTest,8,28,2,0,0,7,2,3,1,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,FutureAssertBaseTest.new Callable() {...},2,6,0,0,1,2,1,1,1,1
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,AutoCloseableSoftAssertionsTest.new Object() {...},0,8,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,ByteArrayAssertBaseTest,0,25,0,0,0,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,BDDAssertions_then_Test,18,496,0,0,4,90,1,40,1,40
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,CharacterAssertBaseTest,0,26,0,0,0,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_primitive_char_Test,0,25,0,0,0,7,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,BaseTest,3,20,0,0,2,7,1,3,1,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Condition_as_Description_Test,0,56,0,0,0,15,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,ShortAssertBaseTest,0,26,0,0,0,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,IntArrayAssertBaseTest,0,25,0,0,0,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_useRepresentation_Test,15,45,0,0,5,13,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_Object_Test,0,29,0,0,0,9,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_Short_Test,0,28,0,0,0,9,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,ClassAssertBaseTest,6,46,0,0,2,11,2,5,2,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,ComparableAssertion_should_be_flexible_Test.TestClass,0,5,0,0,0,2,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_sync_with_Assumptions_Test,0,42,0,0,0,11,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_CharArray_Test,0,24,0,0,0,8,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,WritableAssertionInfo_toString_Test,0,41,0,0,0,10,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_Iterable_Test,0,28,0,0,0,7,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,CollectionAssert_usingComparator_Test,0,57,0,0,0,12,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,SoftAssertionsTest.new Object() {...},0,8,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_fail_Test,16,26,0,0,6,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,AutoCloseableSoftAssertionsTest.new Object() {...},0,8,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,SoftAssertionsTest.ChildrenExtractor,0,6,0,0,0,2,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,FloatArrayAssertBaseTest,0,25,0,0,0,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Condition_default_constructor_Test,0,18,0,0,0,4,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_withinPercentage_Test,0,24,0,0,0,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_OffsetTime_Test,0,24,0,0,0,9,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,AutoCloseableSoftAssertionsTest.new ThrowableAssert.ThrowingCallable() {...},0,11,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,PathAssertBaseTest,3,50,0,4,1,10,1,6,1,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,JUnitSoftAssertionsFailureTest,7,83,0,0,2,11,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_ByteArray_Test,0,24,0,0,0,8,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_primitive_long_Test,0,25,0,0,0,7,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,WithAssertions_delegation_Test.TestAssertDelegate,0,9,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,IntPredicateAssertBaseTest,7,28,2,0,0,7,2,3,1,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_AssertProvider_Test.TestedObjectAssert,0,25,0,0,0,5,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_ShortArray_Test,0,24,0,0,0,8,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,AutoCloseableBDDSoftAssertionsTest.new Object() {...},0,8,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,WritableAssertionInfo_descriptionText_Test,0,37,0,0,0,10,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Condition_constructor_with_description_Test.new Condition() {...},2,7,0,0,1,2,1,1,1,1
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_ZonedDateTime_Test,0,24,0,0,0,8,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,JUnitBDDSoftAssertionsFailureTest,7,79,0,0,2,12,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,Assertions_assertThat_with_OptionalLong_Test,0,21,0,0,0,7,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,SoftAssertionsTest.new Object() {...},0,8,0,0,0,3,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,UriAssertBaseTest,6,25,0,0,2,6,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api,FileAssertBaseTest,3,51,0,4,1,10,1,6,1,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.instant,InstantAssert_isStrictlyBetween_with_String_parameters_Test,18,76,0,0,0,14,2,5,2,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.instant,InstantAssert_isBetween_Test,0,48,0,0,0,6,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.instant,InstantAssert_isEqualTo_Test,25,28,0,0,7,11,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.instant,InstantAssert_IsBeforeOrEqualTo_Test,40,48,0,0,12,17,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.instant,InstantAssert_isBetween_with_String_parameters_Test,18,76,0,0,0,14,2,5,2,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.instant,InstantAssert_isIn_Test,49,44,0,0,9,11,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.instant,InstantAssert_isNotEqualTo_Test,23,27,0,0,7,10,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.instant,InstantAssert_isBefore_Test,40,46,0,0,12,17,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.instant,InstantAssert_isNotIn_Test,52,46,0,0,9,11,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.instant,InstantAssert_isStrictlyBetween_Test,0,48,0,0,0,6,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.instant,InstantAssert_isAfter_Test,40,52,0,0,12,18,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.instant,InstantAssert_isAfterOrEqual_Test,40,48,0,0,12,17,0,7,0,7
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.instant,InstantAssertBaseTest,0,23,0,0,0,7,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_containsOnlyOnce_Test,0,124,0,0,0,11,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_hasSize_Test,0,28,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_usingElementComparator_Test,0,43,0,0,0,8,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_contains_Test,0,108,0,0,0,11,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_startsWith_Test,0,116,0,0,0,11,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_isNullOrEmpty_Test,0,27,0,0,0,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_endsWith_Test,0,116,0,0,0,11,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_isNotEmpty_Test,0,26,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_doesNotContain_at_Index_Test,0,81,0,0,0,12,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_contains_at_Index_Test,0,81,0,0,0,12,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_doesNotContain_Test,0,112,0,0,0,11,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_hasSameSizeAs_with_Iterable_Test,0,43,0,0,0,5,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_usingDefaultComparator_Test,0,46,0,0,0,9,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_usingComparator_Test,0,43,0,0,0,8,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_isEmpty_Test,0,27,0,0,0,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_containsSequence_Test,0,116,0,0,0,11,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_usingDefaultElementComparator_Test,0,46,0,0,0,9,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_doesNotHaveDuplicates_Test,0,66,0,0,0,11,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_containsAnyOf_Test,0,47,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_isSortedAccordingToComparator_Test,0,33,0,0,0,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_containsExactly_Test,0,147,0,0,0,14,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_isSorted_Test,0,26,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_containsExactlyInAnyOrder_Test,0,79,0,0,0,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_containsSubsequence_Test,0,116,0,0,0,11,0,5,0,5
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.floatarray,FloatArrayAssert_containsOnly_Test,0,159,0,0,0,14,0,6,0,6
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.conditions,Conditions_assertDoesNotHave_Test,17,38,0,0,5,10,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.conditions,Conditions_assertHas_Test,17,38,0,0,5,10,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.conditions,Conditions_assertIsNot_Test,17,38,0,0,5,10,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.conditions,Conditions_assertIsNotNull_Test,17,18,0,0,4,5,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.internal.conditions,Conditions_assertIs_Test,17,38,0,0,5,10,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.referencearray,AtomicReferenceArrayAssert_containsNull_Test,0,18,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.referencearray,AtomicReferenceArrayAssert_filteredOn_in_Test,61,274,0,0,8,25,0,11,0,11
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.referencearray,AtomicReferenceArrayAssert_isEmpty_Test,0,20,0,0,0,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.referencearray,AtomicReferenceArrayAssert_containsOnlyElementsOf_Test,0,36,0,0,0,5,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.referencearray,AtomicReferenceArrayAssert_doesNotHaveAnyElementsOfTypes_Test,0,30,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.referencearray,AtomicReferenceArrayAssert_doesNotContainSubsequence_List_Test,7,46,0,0,2,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.referencearray,AtomicReferenceArrayAssert_extracting_Test.new ThrowingExtractor() {...},5,14,1,1,0,4,1,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.referencearray,AtomicReferenceArrayAssert_haveAtLeastOne_Test,0,26,0,0,0,5,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.referencearray,AtomicReferenceArrayAssert_filteredOn_not_Test,49,258,0,0,10,25,0,12,0,12
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.referencearray,AtomicReferenceArrayAssert_containsSubSequence_Test,0,39,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.referencearray,AtomicReferenceArrayAssert_doesNotContainNull_Test,0,18,0,0,0,4,0,3,0,3
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.referencearray,AtomicReferenceArrayAssert_doesNotContainSequence_List_Test,7,46,0,0,2,6,0,4,0,4
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.referencearray,AtomicReferenceArrayAssert_usingRecursiveFieldByFieldElementComparator_Test.new Comparator() {...},4,6,0,0,1,2,1,1,1,1
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.referencearray,AtomicReferenceArrayAssert_usingFieldByFieldElementComparator_Test.Foo,0,25,0,0,0,5,0,2,0,2
"assertj-core (Jan 4, 2018 1:37:31 AM)/assertj-core/src/test/java",org.assertj.core.api.atomic.referencearray,AtomicReferenceArrayAssert_areNot_Test,0,28,0,0,0,6,0,4,0,4
